rank,profile,mean_rmsle,mean_log_r2,mean_wape_pct,mean_total_view_capture_pct,rmsle_change_vs_v4_pct
1,enhanced_pruned_v5,1.750785056375128,0.5112766434449448,88.33950288854277,24.916780608508265,-2.2970711189354343
2,enhanced_v5,1.7542764274222045,0.5093127215538452,88.86242484487695,24.890172633494053,-2.1022344221817035
3,current_v4,1.7919473616869648,0.4880676236228259,89.12497252260994,24.5166029855095,0.0
4,compact_v4,1.7975629477015977,0.4848341236568009,89.3905633605331,24.323543550155108,0.3133789604928161
