profile,horizon_days,feature
enhanced_v5,30,ch_avg_views_per_video_at_publish
enhanced_v5,30,ch_videos_at_publish
enhanced_v5,30,channel_age_days_at_publish
enhanced_v5,30,publish_hour_sin
enhanced_v5,30,publish_hour_cos
enhanced_v5,30,publish_dow_sin
enhanced_v5,30,publish_dow_cos
enhanced_v5,30,title_length
enhanced_v5,30,title_word_count
enhanced_v5,30,title_upper_ratio
enhanced_v5,30,tag_count
enhanced_v5,30,description_length
enhanced_v5,30,prior_channel_video_count
enhanced_v5,30,uploads_previous_7d
enhanced_v5,30,uploads_previous_30d
enhanced_v5,30,days_since_previous_upload
enhanced_v5,30,prior_d7_view_count
enhanced_v5,30,prior_d7_median_views
enhanced_v5,30,prior_d7_mean_log_views
enhanced_v5,30,prior_d7_std_log_views
enhanced_v5,30,prior_d7_last_views
enhanced_v5,30,prior_d7_recent5_median_views
enhanced_v5,30,prior_same_category_d7_count
enhanced_v5,30,prior_same_category_d7_median_views
enhanced_v5,30,prior_d30_view_count
enhanced_v5,30,prior_d30_median_views
enhanced_v5,30,prior_d30_mean_log_views
enhanced_v5,30,ch_videos_per_day
enhanced_v5,30,is_short
enhanced_v5,30,publish_is_weekend
enhanced_v5,30,title_has_number
enhanced_v5,30,title_has_question
enhanced_v5,30,title_has_exclaim
enhanced_v5,30,topic_entertainment
enhanced_v5,30,topic_fashion
enhanced_v5,30,topic_food
enhanced_v5,30,topic_gaming
enhanced_v5,30,topic_health
enhanced_v5,30,topic_hobby
enhanced_v5,30,topic_humour
enhanced_v5,30,topic_knowledge
enhanced_v5,30,topic_lifestyle
enhanced_v5,30,topic_music
enhanced_v5,30,topic_pet
enhanced_v5,30,topic_politics
enhanced_v5,30,topic_religion
enhanced_v5,30,topic_society
enhanced_v5,30,topic_sports
enhanced_v5,30,topic_technology
enhanced_v5,30,topic_tourism
enhanced_v5,30,topic_vehicle
enhanced_v5,30,topic_missing
enhanced_v5,30,prior_d7_recent_log_trend
enhanced_v5,30,prior_same_format_d7_count
enhanced_v5,30,prior_same_format_d7_median_views
enhanced_v5,30,prior_d7_recent_to_all_log_ratio
enhanced_v5,30,prior_d7_last_to_all_log_ratio
enhanced_v5,30,prior_same_category_to_channel_log_ratio
enhanced_v5,30,prior_same_format_to_channel_log_ratio
enhanced_v5,30,prior_d7_views_per_subscriber_log_ratio
enhanced_v5,30,channel_avg_views_per_subscriber_log_ratio
enhanced_v5,30,upload_rate_7d_to_30d_log_ratio
enhanced_v5,30,has_prior_d7_history
enhanced_v5,30,has_prior_d30_history
enhanced_v5,30,has_prior_same_category_d7_history
enhanced_v5,30,has_prior_same_format_d7_history
enhanced_v5,30,channel_average_missing
enhanced_v5,30,category_encoded_log
enhanced_v5,30,default_language___OTHER__
enhanced_v5,30,default_language_en
enhanced_v5,30,default_language_en-GB
enhanced_v5,30,default_language_en-US
enhanced_v5,30,default_language_si
enhanced_v5,30,default_language_ta
enhanced_v5,30,publish_time_bucket_early_morning
enhanced_v5,30,publish_time_bucket_evening
enhanced_v5,30,publish_time_bucket_late_night
enhanced_v5,30,publish_time_bucket_morning_afternoon
enhanced_v5,30,subscriber_tier_100k_to_250k
enhanced_v5,30,subscriber_tier_10k_to_100k
enhanced_v5,30,subscriber_tier_1k_to_10k
enhanced_v5,30,subscriber_tier_1m_plus
enhanced_v5,30,subscriber_tier_250k_to_500k
enhanced_v5,30,subscriber_tier_500k_to_1m
enhanced_v5,30,subscriber_tier_under_1k
enhanced_v5,30,title_script___OTHER__
enhanced_v5,30,title_script_latin_script
enhanced_v5,30,title_script_sinhala_script
enhanced_v5,30,title_script_tamil_script
enhanced_pruned_v5,7,duration_seconds
enhanced_pruned_v5,7,ch_subs_at_publish
enhanced_pruned_v5,7,ch_avg_views_per_video_at_publish
enhanced_pruned_v5,7,ch_videos_at_publish
enhanced_pruned_v5,7,channel_age_days_at_publish
enhanced_pruned_v5,7,publish_hour_sin
enhanced_pruned_v5,7,publish_hour_cos
enhanced_pruned_v5,7,title_length
enhanced_pruned_v5,7,title_word_count
enhanced_pruned_v5,7,title_upper_ratio
enhanced_pruned_v5,7,tag_count
enhanced_pruned_v5,7,description_length
enhanced_pruned_v5,7,prior_channel_video_count
enhanced_pruned_v5,7,uploads_previous_7d
enhanced_pruned_v5,7,uploads_previous_30d
enhanced_pruned_v5,7,days_since_previous_upload
enhanced_pruned_v5,7,prior_d7_view_count
enhanced_pruned_v5,7,prior_d7_median_views
enhanced_pruned_v5,7,prior_d7_mean_log_views
enhanced_pruned_v5,7,prior_d7_std_log_views
enhanced_pruned_v5,7,prior_d7_last_views
enhanced_pruned_v5,7,prior_d7_recent5_median_views
enhanced_pruned_v5,7,prior_same_category_d7_count
enhanced_pruned_v5,7,prior_same_category_d7_median_views
enhanced_pruned_v5,7,prior_d30_view_count
enhanced_pruned_v5,7,prior_d30_median_views
enhanced_pruned_v5,7,prior_d30_mean_log_views
enhanced_pruned_v5,7,ch_videos_per_day
enhanced_pruned_v5,7,is_short
enhanced_pruned_v5,7,publish_is_weekend
enhanced_pruned_v5,7,title_has_number
enhanced_pruned_v5,7,title_has_exclaim
enhanced_pruned_v5,7,topic_entertainment
enhanced_pruned_v5,7,topic_fashion
enhanced_pruned_v5,7,topic_food
enhanced_pruned_v5,7,topic_gaming
enhanced_pruned_v5,7,topic_health
enhanced_pruned_v5,7,topic_hobby
enhanced_pruned_v5,7,topic_humour
enhanced_pruned_v5,7,topic_knowledge
enhanced_pruned_v5,7,topic_lifestyle
enhanced_pruned_v5,7,topic_music
enhanced_pruned_v5,7,topic_pet
enhanced_pruned_v5,7,topic_politics
enhanced_pruned_v5,7,topic_religion
enhanced_pruned_v5,7,topic_society
enhanced_pruned_v5,7,topic_sports
enhanced_pruned_v5,7,topic_tourism
enhanced_pruned_v5,7,topic_vehicle
enhanced_pruned_v5,7,topic_missing
enhanced_pruned_v5,7,prior_d7_recent_log_trend
enhanced_pruned_v5,7,prior_same_format_d7_count
enhanced_pruned_v5,7,prior_same_format_d7_median_views
enhanced_pruned_v5,7,prior_d7_recent_to_all_log_ratio
enhanced_pruned_v5,7,prior_d7_last_to_all_log_ratio
enhanced_pruned_v5,7,prior_same_category_to_channel_log_ratio
enhanced_pruned_v5,7,prior_same_format_to_channel_log_ratio
enhanced_pruned_v5,7,prior_d7_views_per_subscriber_log_ratio
enhanced_pruned_v5,7,channel_avg_views_per_subscriber_log_ratio
enhanced_pruned_v5,7,upload_rate_7d_to_30d_log_ratio
enhanced_pruned_v5,7,has_prior_d7_history
enhanced_pruned_v5,7,has_prior_d30_history
enhanced_pruned_v5,7,has_prior_same_category_d7_history
enhanced_pruned_v5,7,has_prior_same_format_d7_history
enhanced_pruned_v5,7,channel_average_missing
enhanced_pruned_v5,7,category_encoded_log
enhanced_pruned_v5,7,default_language___OTHER__
enhanced_pruned_v5,7,default_language_en
enhanced_pruned_v5,7,default_language_en-GB
enhanced_pruned_v5,7,default_language_en-US
enhanced_pruned_v5,7,default_language_si
enhanced_pruned_v5,7,default_language_ta
enhanced_pruned_v5,7,publish_time_bucket_early_morning
enhanced_pruned_v5,7,publish_time_bucket_evening
enhanced_pruned_v5,7,publish_time_bucket_late_night
enhanced_pruned_v5,7,publish_time_bucket_morning_afternoon
enhanced_pruned_v5,7,subscriber_tier_100k_to_250k
enhanced_pruned_v5,7,subscriber_tier_10k_to_100k
enhanced_pruned_v5,7,subscriber_tier_1k_to_10k
enhanced_pruned_v5,7,subscriber_tier_1m_plus
enhanced_pruned_v5,7,subscriber_tier_250k_to_500k
enhanced_pruned_v5,7,subscriber_tier_500k_to_1m
enhanced_pruned_v5,7,subscriber_tier_under_1k
enhanced_pruned_v5,7,title_script___OTHER__
enhanced_pruned_v5,7,title_script_latin_script
enhanced_pruned_v5,7,title_script_sinhala_script
enhanced_pruned_v5,7,title_script_tamil_script
enhanced_pruned_v5,14,duration_seconds
enhanced_pruned_v5,14,ch_subs_at_publish
enhanced_pruned_v5,14,ch_avg_views_per_video_at_publish
enhanced_pruned_v5,14,ch_videos_at_publish
enhanced_pruned_v5,14,channel_age_days_at_publish
enhanced_pruned_v5,14,publish_hour_sin
enhanced_pruned_v5,14,publish_hour_cos
enhanced_pruned_v5,14,title_length
enhanced_pruned_v5,14,title_word_count
enhanced_pruned_v5,14,title_upper_ratio
enhanced_pruned_v5,14,tag_count
enhanced_pruned_v5,14,description_length
enhanced_pruned_v5,14,prior_channel_video_count
enhanced_pruned_v5,14,uploads_previous_7d
enhanced_pruned_v5,14,uploads_previous_30d
enhanced_pruned_v5,14,days_since_previous_upload
enhanced_pruned_v5,14,prior_d7_view_count
enhanced_pruned_v5,14,prior_d7_median_views
enhanced_pruned_v5,14,prior_d7_mean_log_views
enhanced_pruned_v5,14,prior_d7_std_log_views
enhanced_pruned_v5,14,prior_d7_last_views
enhanced_pruned_v5,14,prior_d7_recent5_median_views
enhanced_pruned_v5,14,prior_same_category_d7_count
enhanced_pruned_v5,14,prior_same_category_d7_median_views
enhanced_pruned_v5,14,prior_d30_view_count
enhanced_pruned_v5,14,prior_d30_median_views
enhanced_pruned_v5,14,prior_d30_mean_log_views
enhanced_pruned_v5,14,ch_videos_per_day
enhanced_pruned_v5,14,is_short
enhanced_pruned_v5,14,publish_is_weekend
enhanced_pruned_v5,14,title_has_number
enhanced_pruned_v5,14,title_has_exclaim
enhanced_pruned_v5,14,topic_entertainment
enhanced_pruned_v5,14,topic_fashion
enhanced_pruned_v5,14,topic_food
enhanced_pruned_v5,14,topic_gaming
enhanced_pruned_v5,14,topic_health
enhanced_pruned_v5,14,topic_hobby
enhanced_pruned_v5,14,topic_humour
enhanced_pruned_v5,14,topic_knowledge
enhanced_pruned_v5,14,topic_lifestyle
enhanced_pruned_v5,14,topic_music
enhanced_pruned_v5,14,topic_pet
enhanced_pruned_v5,14,topic_politics
enhanced_pruned_v5,14,topic_religion
enhanced_pruned_v5,14,topic_society
enhanced_pruned_v5,14,topic_sports
enhanced_pruned_v5,14,topic_tourism
enhanced_pruned_v5,14,topic_vehicle
enhanced_pruned_v5,14,topic_missing
enhanced_pruned_v5,14,prior_d7_recent_log_trend
enhanced_pruned_v5,14,prior_same_format_d7_count
enhanced_pruned_v5,14,prior_same_format_d7_median_views
enhanced_pruned_v5,14,prior_d7_recent_to_all_log_ratio
enhanced_pruned_v5,14,prior_d7_last_to_all_log_ratio
enhanced_pruned_v5,14,prior_same_category_to_channel_log_ratio
enhanced_pruned_v5,14,prior_same_format_to_channel_log_ratio
enhanced_pruned_v5,14,prior_d7_views_per_subscriber_log_ratio
enhanced_pruned_v5,14,channel_avg_views_per_subscriber_log_ratio
enhanced_pruned_v5,14,upload_rate_7d_to_30d_log_ratio
enhanced_pruned_v5,14,has_prior_d7_history
enhanced_pruned_v5,14,has_prior_d30_history
enhanced_pruned_v5,14,has_prior_same_category_d7_history
enhanced_pruned_v5,14,has_prior_same_format_d7_history
enhanced_pruned_v5,14,channel_average_missing
enhanced_pruned_v5,14,category_encoded_log
enhanced_pruned_v5,14,default_language___OTHER__
enhanced_pruned_v5,14,default_language_en
enhanced_pruned_v5,14,default_language_en-GB
enhanced_pruned_v5,14,default_language_en-US
enhanced_pruned_v5,14,default_language_si
enhanced_pruned_v5,14,default_language_ta
enhanced_pruned_v5,14,publish_time_bucket_early_morning
enhanced_pruned_v5,14,publish_time_bucket_evening
enhanced_pruned_v5,14,publish_time_bucket_late_night
enhanced_pruned_v5,14,publish_time_bucket_morning_afternoon
enhanced_pruned_v5,14,subscriber_tier_100k_to_250k
enhanced_pruned_v5,14,subscriber_tier_10k_to_100k
enhanced_pruned_v5,14,subscriber_tier_1k_to_10k
enhanced_pruned_v5,14,subscriber_tier_1m_plus
enhanced_pruned_v5,14,subscriber_tier_250k_to_500k
enhanced_pruned_v5,14,subscriber_tier_500k_to_1m
enhanced_pruned_v5,14,subscriber_tier_under_1k
enhanced_pruned_v5,14,title_script___OTHER__
enhanced_pruned_v5,14,title_script_latin_script
enhanced_pruned_v5,14,title_script_sinhala_script
enhanced_pruned_v5,14,title_script_tamil_script
enhanced_pruned_v5,21,duration_seconds
enhanced_pruned_v5,21,ch_subs_at_publish
enhanced_pruned_v5,21,ch_avg_views_per_video_at_publish
enhanced_pruned_v5,21,ch_videos_at_publish
enhanced_pruned_v5,21,channel_age_days_at_publish
enhanced_pruned_v5,21,publish_hour_sin
enhanced_pruned_v5,21,publish_hour_cos
enhanced_pruned_v5,21,title_length
enhanced_pruned_v5,21,title_word_count
enhanced_pruned_v5,21,title_upper_ratio
enhanced_pruned_v5,21,tag_count
enhanced_pruned_v5,21,description_length
enhanced_pruned_v5,21,prior_channel_video_count
enhanced_pruned_v5,21,uploads_previous_7d
enhanced_pruned_v5,21,uploads_previous_30d
enhanced_pruned_v5,21,days_since_previous_upload
enhanced_pruned_v5,21,prior_d7_view_count
enhanced_pruned_v5,21,prior_d7_median_views
enhanced_pruned_v5,21,prior_d7_mean_log_views
enhanced_pruned_v5,21,prior_d7_std_log_views
enhanced_pruned_v5,21,prior_d7_last_views
enhanced_pruned_v5,21,prior_d7_recent5_median_views
enhanced_pruned_v5,21,prior_same_category_d7_count
enhanced_pruned_v5,21,prior_same_category_d7_median_views
enhanced_pruned_v5,21,prior_d30_view_count
enhanced_pruned_v5,21,prior_d30_median_views
enhanced_pruned_v5,21,prior_d30_mean_log_views
enhanced_pruned_v5,21,ch_videos_per_day
enhanced_pruned_v5,21,is_short
enhanced_pruned_v5,21,publish_is_weekend
enhanced_pruned_v5,21,title_has_number
enhanced_pruned_v5,21,title_has_exclaim
enhanced_pruned_v5,21,topic_entertainment
enhanced_pruned_v5,21,topic_fashion
enhanced_pruned_v5,21,topic_food
enhanced_pruned_v5,21,topic_gaming
enhanced_pruned_v5,21,topic_health
enhanced_pruned_v5,21,topic_hobby
enhanced_pruned_v5,21,topic_humour
enhanced_pruned_v5,21,topic_knowledge
enhanced_pruned_v5,21,topic_lifestyle
enhanced_pruned_v5,21,topic_music
enhanced_pruned_v5,21,topic_pet
enhanced_pruned_v5,21,topic_politics
enhanced_pruned_v5,21,topic_religion
enhanced_pruned_v5,21,topic_society
enhanced_pruned_v5,21,topic_sports
enhanced_pruned_v5,21,topic_tourism
enhanced_pruned_v5,21,topic_vehicle
enhanced_pruned_v5,21,topic_missing
enhanced_pruned_v5,21,prior_d7_recent_log_trend
enhanced_pruned_v5,21,prior_same_format_d7_count
enhanced_pruned_v5,21,prior_same_format_d7_median_views
enhanced_pruned_v5,21,prior_d7_recent_to_all_log_ratio
enhanced_pruned_v5,21,prior_d7_last_to_all_log_ratio
enhanced_pruned_v5,21,prior_same_category_to_channel_log_ratio
enhanced_pruned_v5,21,prior_same_format_to_channel_log_ratio
enhanced_pruned_v5,21,prior_d7_views_per_subscriber_log_ratio
enhanced_pruned_v5,21,channel_avg_views_per_subscriber_log_ratio
enhanced_pruned_v5,21,upload_rate_7d_to_30d_log_ratio
enhanced_pruned_v5,21,has_prior_d7_history
enhanced_pruned_v5,21,has_prior_d30_history
enhanced_pruned_v5,21,has_prior_same_category_d7_history
enhanced_pruned_v5,21,has_prior_same_format_d7_history
enhanced_pruned_v5,21,channel_average_missing
enhanced_pruned_v5,21,category_encoded_log
enhanced_pruned_v5,21,default_language___OTHER__
enhanced_pruned_v5,21,default_language_en
enhanced_pruned_v5,21,default_language_en-GB
enhanced_pruned_v5,21,default_language_en-US
enhanced_pruned_v5,21,default_language_si
enhanced_pruned_v5,21,default_language_ta
enhanced_pruned_v5,21,publish_time_bucket_early_morning
enhanced_pruned_v5,21,publish_time_bucket_evening
enhanced_pruned_v5,21,publish_time_bucket_late_night
enhanced_pruned_v5,21,publish_time_bucket_morning_afternoon
enhanced_pruned_v5,21,subscriber_tier_100k_to_250k
enhanced_pruned_v5,21,subscriber_tier_10k_to_100k
enhanced_pruned_v5,21,subscriber_tier_1k_to_10k
enhanced_pruned_v5,21,subscriber_tier_1m_plus
enhanced_pruned_v5,21,subscriber_tier_250k_to_500k
enhanced_pruned_v5,21,subscriber_tier_500k_to_1m
enhanced_pruned_v5,21,subscriber_tier_under_1k
enhanced_pruned_v5,21,title_script___OTHER__
enhanced_pruned_v5,21,title_script_latin_script
enhanced_pruned_v5,21,title_script_sinhala_script
enhanced_pruned_v5,21,title_script_tamil_script
enhanced_pruned_v5,30,duration_seconds
enhanced_pruned_v5,30,ch_subs_at_publish
enhanced_pruned_v5,30,ch_avg_views_per_video_at_publish
enhanced_pruned_v5,30,ch_videos_at_publish
enhanced_pruned_v5,30,channel_age_days_at_publish
enhanced_pruned_v5,30,publish_hour_sin
enhanced_pruned_v5,30,publish_hour_cos
enhanced_pruned_v5,30,title_length
enhanced_pruned_v5,30,title_word_count
enhanced_pruned_v5,30,title_upper_ratio
enhanced_pruned_v5,30,tag_count
enhanced_pruned_v5,30,description_length
enhanced_pruned_v5,30,prior_channel_video_count
enhanced_pruned_v5,30,uploads_previous_7d
enhanced_pruned_v5,30,uploads_previous_30d
enhanced_pruned_v5,30,days_since_previous_upload
enhanced_pruned_v5,30,prior_d7_view_count
enhanced_pruned_v5,30,prior_d7_median_views
enhanced_pruned_v5,30,prior_d7_mean_log_views
enhanced_pruned_v5,30,prior_d7_std_log_views
enhanced_pruned_v5,30,prior_d7_last_views
enhanced_pruned_v5,30,prior_d7_recent5_median_views
enhanced_pruned_v5,30,prior_same_category_d7_count
enhanced_pruned_v5,30,prior_same_category_d7_median_views
enhanced_pruned_v5,30,prior_d30_view_count
enhanced_pruned_v5,30,prior_d30_median_views
enhanced_pruned_v5,30,prior_d30_mean_log_views
enhanced_pruned_v5,30,ch_videos_per_day
enhanced_pruned_v5,30,is_short
enhanced_pruned_v5,30,publish_is_weekend
enhanced_pruned_v5,30,title_has_number
enhanced_pruned_v5,30,title_has_exclaim
enhanced_pruned_v5,30,topic_entertainment
enhanced_pruned_v5,30,topic_fashion
enhanced_pruned_v5,30,topic_food
enhanced_pruned_v5,30,topic_gaming
enhanced_pruned_v5,30,topic_health
enhanced_pruned_v5,30,topic_hobby
enhanced_pruned_v5,30,topic_humour
enhanced_pruned_v5,30,topic_knowledge
enhanced_pruned_v5,30,topic_lifestyle
enhanced_pruned_v5,30,topic_music
enhanced_pruned_v5,30,topic_pet
enhanced_pruned_v5,30,topic_politics
enhanced_pruned_v5,30,topic_religion
enhanced_pruned_v5,30,topic_society
enhanced_pruned_v5,30,topic_sports
enhanced_pruned_v5,30,topic_tourism
enhanced_pruned_v5,30,topic_vehicle
enhanced_pruned_v5,30,topic_missing
enhanced_pruned_v5,30,prior_d7_recent_log_trend
enhanced_pruned_v5,30,prior_same_format_d7_count
enhanced_pruned_v5,30,prior_same_format_d7_median_views
enhanced_pruned_v5,30,prior_d7_recent_to_all_log_ratio
enhanced_pruned_v5,30,prior_d7_last_to_all_log_ratio
enhanced_pruned_v5,30,prior_same_category_to_channel_log_ratio
enhanced_pruned_v5,30,prior_same_format_to_channel_log_ratio
enhanced_pruned_v5,30,prior_d7_views_per_subscriber_log_ratio
enhanced_pruned_v5,30,channel_avg_views_per_subscriber_log_ratio
enhanced_pruned_v5,30,upload_rate_7d_to_30d_log_ratio
enhanced_pruned_v5,30,has_prior_d7_history
enhanced_pruned_v5,30,has_prior_d30_history
enhanced_pruned_v5,30,has_prior_same_category_d7_history
enhanced_pruned_v5,30,has_prior_same_format_d7_history
enhanced_pruned_v5,30,channel_average_missing
enhanced_pruned_v5,30,category_encoded_log
enhanced_pruned_v5,30,default_language___OTHER__
enhanced_pruned_v5,30,default_language_en
enhanced_pruned_v5,30,default_language_en-GB
enhanced_pruned_v5,30,default_language_en-US
enhanced_pruned_v5,30,default_language_si
enhanced_pruned_v5,30,default_language_ta
enhanced_pruned_v5,30,publish_time_bucket_early_morning
enhanced_pruned_v5,30,publish_time_bucket_evening
enhanced_pruned_v5,30,publish_time_bucket_late_night
enhanced_pruned_v5,30,publish_time_bucket_morning_afternoon
enhanced_pruned_v5,30,subscriber_tier_100k_to_250k
enhanced_pruned_v5,30,subscriber_tier_10k_to_100k
enhanced_pruned_v5,30,subscriber_tier_1k_to_10k
enhanced_pruned_v5,30,subscriber_tier_1m_plus
enhanced_pruned_v5,30,subscriber_tier_250k_to_500k
enhanced_pruned_v5,30,subscriber_tier_500k_to_1m
enhanced_pruned_v5,30,subscriber_tier_under_1k
enhanced_pruned_v5,30,title_script___OTHER__
enhanced_pruned_v5,30,title_script_latin_script
enhanced_pruned_v5,30,title_script_sinhala_script
enhanced_pruned_v5,30,title_script_tamil_script
