category_name,duration_seconds,is_short,default_language,publish_hour_slt,publish_dow_slt,publish_is_weekend,tag_count,ch_subs_at_publish,ch_videos_at_publish,channel_age_days_at_publish,d21_views,publish_time_bucket,subscriber_tier,ch_avg_views_per_video_at_publish,topic_entertainment,topic_fashion,topic_food,topic_gaming,topic_health,topic_hobby,topic_humour,topic_knowledge,topic_lifestyle,topic_music,topic_pet,topic_politics,topic_religion,topic_society,topic_sports,topic_technology,topic_tourism,topic_vehicle,topic_missing
Music,299.0,False,si,0,3,False,24,2400.0,2010.0,442.9987214913657,7.0,early_morning,1k_to_10k,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Education,17.0,True,si,21,6,True,0,3770.0,110.0,1461.2375965292824,48.0,late_night,1k_to_10k,,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Education,56.0,True,si,18,0,False,0,1730.0,174.0,2255.254896303333,246.0,evening,1k_to_10k,,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
Entertainment,1140.0,False,en,21,0,False,26,6550000.0,33954.0,5282.185868055555,378806.0,late_night,1m_plus,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Travel & Events,2736.0,False,si,19,5,True,0,88000.0,5448.0,1886.86691968081,5445.0,evening,10k_to_100k,,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
News & Politics,116.0,False,si,12,2,False,18,3870000.0,180979.0,4299.020694444444,422.0,morning_afternoon,1m_plus,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,71.0,False,si,20,0,False,33,535000.0,28770.0,3386.1564583333334,1565.0,evening,500k_to_1m,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Entertainment,252.0,False,en,12,0,False,31,1560000.0,47279.0,4361.117708333333,546.0,morning_afternoon,1m_plus,,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
News & Politics,84.0,False,si,10,5,True,18,3870000.0,180979.0,4301.96125,1830.0,morning_afternoon,1m_plus,14298.614761933704,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,209.0,False,si,14,6,True,41,918000.0,65321.0,2540.175902777778,2987.0,morning_afternoon,500k_to_1m,9281.723978506147,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
People & Blogs,2312.0,False,si,13,0,False,14,1180000.0,1193.0,3337.959328703704,1753.0,morning_afternoon,1m_plus,,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Education,547.0,False,en,16,0,False,2,7180.0,265.0,4524.922858796296,69.0,evening,1k_to_10k,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Comedy,80.0,False,en-GB,7,5,True,20,129000.0,1032.0,1390.8657647656482,2122.0,morning_afternoon,100k_to_250k,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Entertainment,1203.0,False,en,21,0,False,24,5300000.0,12023.0,4261.235069444445,238816.0,late_night,1m_plus,364144.08350661234,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Entertainment,261.0,False,si,3,6,True,29,1470000.0,14882.0,5468.6171875,369.0,early_morning,1m_plus,50820.840680016125,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Music,17.0,True,si,16,0,False,0,127000.0,5222.0,1510.861251473148,1504.0,evening,100k_to_250k,,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
News & Politics,90.0,False,si,10,0,False,19,3760000.0,164000.0,3841.750578703704,337.0,morning_afternoon,1m_plus,16606.231286585367,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,99.0,False,si,9,2,False,19,3760000.0,163923.0,3836.674560185185,1486.0,morning_afternoon,1m_plus,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,56.0,True,si,9,3,False,18,3870000.0,180979.0,4299.917847222222,25920.0,morning_afternoon,1m_plus,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Gaming,61.0,False,en,10,0,False,0,3360.0,845.0,1419.6110932513427,47.0,morning_afternoon,1k_to_10k,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Music,38.0,True,en,16,1,False,22,868000.0,2548.0,5075.074016203704,613.0,evening,500k_to_1m,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Entertainment,972.0,False,en,13,6,True,10,22600.0,319.0,3911.581990740741,2239.0,morning_afternoon,10k_to_100k,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
News & Politics,42.0,True,si,1,4,False,19,3760000.0,163923.0,3838.3597800925927,163.0,early_morning,1m_plus,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Entertainment,56.0,True,si,16,1,False,3,4200000.0,22538.0,5317.944537037037,11007.0,evening,1m_plus,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Entertainment,1777.0,False,en,21,5,True,10,82600.0,2219.0,2934.247164351852,9458.0,late_night,10k_to_100k,4794.884632717441,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
News & Politics,174.0,False,si,18,0,False,19,3760000.0,164000.0,3842.082685185185,1963.0,evening,1m_plus,16606.231286585367,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,466.0,False,si,20,2,False,41,917000.0,65293.0,2536.392465277778,666.0,evening,500k_to_1m,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Travel & Events,688.0,False,en,20,4,False,19,2080.0,18.0,610.2367844310995,431.0,evening,1k_to_10k,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Sports,90.0,False,en,22,5,True,17,658000.0,15889.0,4474.359664351852,567.0,late_night,500k_to_1m,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
News & Politics,221.0,False,si,21,3,False,19,3760000.0,163923.0,3838.212060185185,366.0,late_night,1m_plus,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,481.0,False,si,15,2,False,37,529000.0,6160.0,1727.7898193335534,15262.0,evening,500k_to_1m,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Science & Technology,345.0,False,en,21,6,True,27,43600.0,793.0,1215.2954537145715,953.0,late_night,10k_to_100k,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
Music,14.0,True,en,17,5,True,0,18200.0,2197.0,1437.0507207714352,425.0,evening,10k_to_100k,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Sports,180.0,False,en,8,4,False,9,658000.0,15889.0,4479.779861111111,356.0,morning_afternoon,500k_to_1m,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Film & Animation,32.0,True,si,0,6,True,14,785000.0,1433.0,4264.521828703703,17385.0,early_morning,500k_to_1m,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
News & Politics,77.0,False,si,13,2,False,18,3870000.0,180979.0,4299.054097222223,610.0,morning_afternoon,1m_plus,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Autos & Vehicles,83.0,False,si,21,0,False,18,428.0,144.0,610.2583234098148,22.0,late_night,under_1k,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
News & Politics,2026.0,False,si,22,5,True,18,3870000.0,181031.0,4302.4570138888885,10518.0,late_night,1m_plus,14301.434494644564,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,185.0,False,si,20,0,False,19,3760000.0,164000.0,3842.145358796297,396.0,evening,1m_plus,16606.231286585367,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Music,47.0,True,si,18,0,False,23,140000.0,1275.0,3658.5784375,3812.0,evening,100k_to_250k,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Gaming,513.0,False,si,17,2,False,16,42000.0,780.0,1039.0868676136342,12916.0,evening,10k_to_100k,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Education,5.0,True,si,19,1,False,0,91200.0,2856.0,976.923501494676,27331.0,evening,10k_to_100k,,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
People & Blogs,176.0,False,si,9,4,False,21,3150000.0,328074.0,5493.445960648148,28663.0,morning_afternoon,1m_plus,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Howto & Style,335.0,False,si,11,1,False,6,1090.0,58.0,334.0240905047801,29.0,morning_afternoon,1k_to_10k,,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
News & Politics,123.0,False,si,15,4,False,26,57.0,134.0,464.0681644122801,56.0,evening,under_1k,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,141.0,False,si,0,0,False,19,3760000.0,163923.0,3834.298969907408,161.0,early_morning,1m_plus,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,348.0,False,si,0,6,True,44,14000.0,739.0,2984.957395833333,364.0,early_morning,10k_to_100k,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Education,34.0,True,en,4,5,True,12,254000.0,450.0,3976.853483796296,1026.0,early_morning,250k_to_500k,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Education,40.0,True,si,9,1,False,0,178000.0,2565.0,3126.906828703704,6980.0,morning_afternoon,100k_to_250k,,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
Travel & Events,15.0,True,en,14,6,True,0,2140.0,401.0,4223.999571759259,213.0,morning_afternoon,1k_to_10k,,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
News & Politics,115.0,False,si,22,5,True,18,3870000.0,181031.0,4302.459027777778,3582.0,late_night,1m_plus,14301.434494644564,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Autos & Vehicles,11.0,True,en,5,0,False,4,7560.0,5846.0,981.9464393406944,100.0,early_morning,1k_to_10k,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Sports,19.0,True,en,19,2,False,21,301.0,46.0,3618.3620486111113,2076.0,evening,under_1k,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
News & Politics,2258.0,False,si,19,5,True,25,3760000.0,164000.0,3840.1208564814815,95607.0,evening,1m_plus,16606.231286585367,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,94.0,False,si,7,5,True,19,3760000.0,163923.0,3839.625486111111,127.0,morning_afternoon,1m_plus,16607.459904955376,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Education,2692.0,False,si,18,1,False,29,108000.0,299.0,2858.464398148148,38105.0,evening,100k_to_250k,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Education,6.0,True,si,20,3,False,0,521000.0,5482.0,1164.966815503773,179402.0,evening,500k_to_1m,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
People & Blogs,7.0,True,si,20,0,False,0,926000.0,1560.0,1672.0351827541317,21977.0,evening,500k_to_1m,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Education,12.0,True,en,8,0,False,0,86000.0,1440.0,2248.378468336666,438.0,morning_afternoon,10k_to_100k,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
News & Politics,49.0,True,si,16,6,True,19,3760000.0,164000.0,3840.993287037037,568.0,evening,1m_plus,16606.231286585367,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
People & Blogs,280.0,False,si,18,1,False,17,39.0,30.0,16.413885562372684,639.0,evening,under_1k,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Travel & Events,11.0,True,si,8,4,False,14,9800.0,511.0,4308.45912037037,20284.0,morning_afternoon,1k_to_10k,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Music,16.0,True,en,21,3,False,13,3100.0,660.0,2492.347708333333,5330.0,late_night,1k_to_10k,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Entertainment,84.0,False,ta,17,6,True,11,147000.0,2852.0,5086.026782407407,5759.0,evening,100k_to_250k,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Autos & Vehicles,66.0,False,si,5,1,False,6,7560.0,5846.0,982.9342402666203,49.0,early_morning,1k_to_10k,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
News & Politics,219.0,False,si,20,2,False,25,810000.0,7445.0,3468.303888888889,17064.0,evening,500k_to_1m,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Education,6950.0,False,si,9,4,False,0,25200.0,146.0,2507.676875,664.0,morning_afternoon,10k_to_100k,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
News & Politics,428.0,False,si,17,6,True,41,917000.0,65293.0,2533.267627314815,3885.0,evening,500k_to_1m,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,1335.0,False,si,6,5,True,35,529000.0,6161.0,1730.4100045187386,51931.0,morning_afternoon,500k_to_1m,41125.09495211816,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Travel & Events,54.0,True,si,20,0,False,0,47900.0,249.0,1725.965518267361,416.0,evening,10k_to_100k,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Music,217.0,False,si,0,3,False,24,2400.0,2010.0,442.9874367691435,1.0,early_morning,1k_to_10k,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Music,85.0,False,si,15,6,True,22,3940.0,268.0,922.2403527980208,4.0,evening,1k_to_10k,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Gaming,22356.0,False,en,2,2,False,29,3570.0,1030.0,2720.6635069444446,152.0,early_morning,1k_to_10k,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
News & Politics,197.0,False,si,20,6,True,19,3760000.0,164000.0,3841.1646180555554,62811.0,evening,1m_plus,16606.231286585367,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Entertainment,52.0,True,en,11,6,True,23,2370000.0,3752.0,2460.7517579247456,121795.0,morning_afternoon,1m_plus,207486.94003198293,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Education,40.0,True,en,8,3,False,15,319.0,1410.0,408.4063045379282,2.0,morning_afternoon,under_1k,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
News & Politics,102.0,False,si,17,5,True,18,3870000.0,181031.0,4302.236851851852,1149.0,evening,1m_plus,14301.434494644564,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Autos & Vehicles,495.0,False,en,14,0,False,18,61900.0,1699.0,1467.6032050389583,833.0,morning_afternoon,10k_to_100k,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Film & Animation,13.0,True,en,18,2,False,27,5280.0,393.0,2173.730837854699,16.0,evening,1k_to_10k,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
People & Blogs,40.0,True,en,18,0,False,11,3450.0,67.0,346.2759419209259,42929.0,evening,1k_to_10k,39887.91044776119,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Education,224.0,False,si,18,0,False,0,232000.0,426.0,1050.423867996192,61879.0,evening,100k_to_250k,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Education,3805.0,False,en,0,5,True,10,5980.0,201.0,409.2642792438889,1367.0,early_morning,1k_to_10k,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
News & Politics,420.0,False,si,15,2,False,19,3760000.0,163923.0,3836.9404050925928,3137.0,evening,1m_plus,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Education,6.0,True,si,9,1,False,0,521000.0,5482.0,1162.511016892662,30045.0,morning_afternoon,500k_to_1m,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
News & Politics,3090.0,False,si,12,3,False,23,3760000.0,163923.0,3837.833287037037,66483.0,morning_afternoon,1m_plus,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Howto & Style,474.0,False,si,2,2,False,24,13300.0,247.0,429.1995115328357,1762.0,early_morning,10k_to_100k,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
News & Politics,245.0,False,si,9,2,False,26,22.0,15.0,65.45890525513889,25.0,morning_afternoon,under_1k,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Howto & Style,481.0,False,si,10,1,False,28,29900.0,130.0,804.0420237148612,2494.0,morning_afternoon,10k_to_100k,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,163.0,False,si,11,1,False,26,57.0,156.0,467.8927824678357,77.0,morning_afternoon,under_1k,14.044871794871796,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Education,16.0,True,si,7,5,True,33,14700.0,497.0,1659.3046764725696,114.0,morning_afternoon,10k_to_100k,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Travel & Events,14.0,True,si,11,0,False,0,563.0,449.0,919.6335575013194,850.0,morning_afternoon,under_1k,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
News & Politics,113.0,False,si,20,4,False,19,3760000.0,163923.0,3839.171122685185,877.0,evening,1m_plus,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
People & Blogs,350.0,False,si,0,0,False,21,3150000.0,328080.0,5496.053541666667,1323.0,early_morning,1m_plus,5471.875182882224,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Pets & Animals,11.0,True,si,6,0,False,0,68300.0,1127.0,2426.942314326794,14298.0,morning_afternoon,10k_to_100k,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Travel & Events,58.0,True,si,19,3,False,0,735.0,106.0,2501.291886574074,12.0,evening,under_1k,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Education,23.0,True,en-GB,1,1,False,0,773.0,269.0,1082.5710710572453,11.0,early_morning,under_1k,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Sports,754.0,False,en,18,0,False,0,43100.0,2828.0,925.1544659097336,323.0,evening,10k_to_100k,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
News & Politics,191.0,False,si,14,5,True,33,535000.0,28778.0,3390.9446527777777,936.0,morning_afternoon,500k_to_1m,6965.844429772743,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Travel & Events,53.0,True,ta,16,4,False,0,111000.0,1126.0,2069.8941671456714,1933.0,evening,100k_to_250k,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Music,216.0,False,en,16,6,True,24,51.0,104.0,888.7393086612732,76.0,evening,under_1k,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
,81.0,False,ta,10,1,False,4,1850.0,1919.0,2982.1329050925924,49.0,morning_afternoon,1k_to_10k,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
News & Politics,72.0,False,si,18,4,False,33,535000.0,28770.0,3390.082071759259,17770.0,evening,500k_to_1m,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,61.0,False,si,7,6,True,18,3870000.0,181031.0,4302.838611111111,8290.0,morning_afternoon,1m_plus,14301.434494644564,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Autos & Vehicles,44.0,True,si,19,1,False,10,6570.0,433.0,5072.4903125,1154.0,evening,1k_to_10k,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Travel & Events,7.0,True,si,12,3,False,0,1080.0,698.0,4085.7727546296296,1258.0,morning_afternoon,1k_to_10k,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Music,1115.0,False,si,19,0,False,19,15800.0,166.0,4477.763344907407,135.0,evening,10k_to_100k,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Science & Technology,26.0,True,en,9,6,True,0,53300.0,2634.0,1588.6615416860418,671.0,morning_afternoon,10k_to_100k,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
Comedy,101.0,False,en,7,6,True,0,229000.0,1232.0,2732.987604166666,1998.0,morning_afternoon,100k_to_250k,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Travel & Events,40.0,True,si,17,4,False,0,18600.0,474.0,1852.987417147523,176.0,evening,10k_to_100k,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Entertainment,81.0,False,en,11,3,False,25,6550000.0,33954.0,5284.7823032407405,304.0,morning_afternoon,1m_plus,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pets & Animals,95.0,False,en-GB,5,3,False,1,4290.0,2995.0,6238.201712962963,1761.0,early_morning,1k_to_10k,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Education,635.0,False,en,20,4,False,26,397000.0,585.0,2184.2607226346527,40994.0,evening,250k_to_500k,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,81.0,False,si,9,4,False,19,3760000.0,163923.0,3838.686469907408,82.0,morning_afternoon,1m_plus,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,3737.0,False,si,7,1,False,21,3760000.0,163923.0,3835.618078703704,60944.0,morning_afternoon,1m_plus,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Gaming,7376.0,False,en,21,0,False,0,802.0,298.0,4188.467569444444,143.0,late_night,under_1k,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Entertainment,245.0,False,si,23,1,False,28,5290000.0,57691.0,4074.456516203704,10555.0,late_night,1m_plus,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
News & Politics,99.0,False,si,22,6,True,13,287000.0,10240.0,1246.6287194723031,1595.0,late_night,250k_to_500k,6648.9470703125,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
People & Blogs,3903.0,False,si,11,3,False,0,10300.0,353.0,762.0765919234491,337.0,morning_afternoon,10k_to_100k,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Music,46.0,True,en,14,3,False,0,4050000.0,1572.0,3788.608599537037,3947.0,morning_afternoon,1m_plus,,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
Education,87.0,False,si,6,5,True,33,14700.0,497.0,1659.2632991577548,96.0,morning_afternoon,10k_to_100k,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Travel & Events,15.0,True,ta,7,0,False,0,111000.0,1126.0,2072.5101393678938,6379.0,morning_afternoon,100k_to_250k,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Gaming,7565.0,False,si,20,3,False,0,265000.0,1083.0,1795.3784036791087,7681.0,evening,250k_to_500k,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Howto & Style,44.0,True,en,10,1,False,0,3630.0,4361.0,1623.5286572593054,37.0,morning_afternoon,1k_to_10k,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Entertainment,183.0,False,si,15,4,False,28,5290000.0,57691.0,4077.140810185185,691.0,evening,1m_plus,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
News & Politics,87.0,False,si,23,6,True,41,918000.0,65321.0,2540.5224189814817,2671.0,late_night,500k_to_1m,9281.723978506147,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
