category_name,duration_seconds,is_short,default_language,publish_hour_slt,publish_dow_slt,publish_is_weekend,tag_count,ch_subs_at_publish,ch_videos_at_publish,channel_age_days_at_publish,d14_views,publish_time_bucket,subscriber_tier,ch_avg_views_per_video_at_publish,topic_entertainment,topic_fashion,topic_food,topic_gaming,topic_health,topic_hobby,topic_humour,topic_knowledge,topic_lifestyle,topic_music,topic_pet,topic_politics,topic_religion,topic_society,topic_sports,topic_technology,topic_tourism,topic_vehicle,topic_missing
Gaming,61.0,False,en,10,0,False,0,3360.0,845.0,1419.6110932513427,46.0,morning_afternoon,1k_to_10k,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
News & Politics,42.0,True,si,1,4,False,19,3760000.0,163923.0,3838.3597800925927,163.0,early_morning,1m_plus,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Science & Technology,198.0,False,en,11,2,False,4,18700.0,189.0,797.2130209582176,90.0,morning_afternoon,10k_to_100k,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Education,6.0,True,si,6,6,True,0,521000.0,5482.0,1174.4041997630322,87038.0,morning_afternoon,500k_to_1m,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Entertainment,1777.0,False,en,21,5,True,10,82600.0,2219.0,2934.247164351852,9412.0,late_night,10k_to_100k,4794.884632717441,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
News & Politics,174.0,False,si,18,0,False,19,3760000.0,164000.0,3842.082685185185,1962.0,evening,1m_plus,16606.231286585367,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Travel & Events,688.0,False,en,20,4,False,19,2080.0,18.0,610.2367844310995,426.0,evening,1k_to_10k,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
News & Politics,71.0,False,si,13,2,False,19,3770000.0,164523.0,3843.864247685185,5679.0,morning_afternoon,1m_plus,16580.886113187822,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Science & Technology,345.0,False,en,21,6,True,27,43600.0,793.0,1215.2954537145715,925.0,late_night,10k_to_100k,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
Sports,180.0,False,en,8,4,False,9,658000.0,15889.0,4479.779861111111,350.0,morning_afternoon,500k_to_1m,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Film & Animation,52.0,True,si,21,2,False,0,2050.0,288.0,2263.302303279965,317.0,late_night,1k_to_10k,,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
News & Politics,66.0,False,si,8,1,False,19,3770000.0,165406.0,3849.652013888889,243.0,morning_afternoon,1m_plus,16532.11113865277,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Autos & Vehicles,29.0,True,si,22,2,False,0,68900.0,1162.0,1432.0131517454515,4624.0,late_night,10k_to_100k,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
News & Politics,273.0,False,si,19,0,False,18,3870000.0,181889.0,4311.311944444445,4146.0,evening,1m_plus,14293.590530488374,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Gaming,1141.0,False,en,14,1,False,23,7410.0,1030.0,583.8551674974537,7985.0,morning_afternoon,1k_to_10k,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pets & Animals,12.0,True,si,15,0,False,0,72600.0,1644.0,4336.591643518518,250132.0,evening,10k_to_100k,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Music,9.0,True,si,7,0,False,0,234000.0,1737.0,1886.7448275811803,67585.0,morning_afternoon,100k_to_250k,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Education,8.0,True,en,15,4,False,0,6080.0,437.0,4950.829224537037,121.0,evening,1k_to_10k,,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
News & Politics,3107.0,False,si,10,2,False,18,3870000.0,181400.0,4305.954490740741,932.0,morning_afternoon,1m_plus,14294.475237045204,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,2911.0,False,si,16,3,False,19,3770000.0,164691.0,3844.997986111111,14905.0,evening,1m_plus,16572.29392620119,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,2026.0,False,si,22,5,True,18,3870000.0,181031.0,4302.4570138888885,10509.0,late_night,1m_plus,14301.434494644564,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Autos & Vehicles,19.0,True,si,6,5,True,0,124000.0,1644.0,2077.726432268924,1652.0,morning_afternoon,100k_to_250k,27154.750608272505,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Music,249.0,False,en,16,3,False,22,51.0,104.0,899.7395054205324,9.0,evening,under_1k,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
News & Politics,185.0,False,si,20,0,False,19,3760000.0,164000.0,3842.145358796297,395.0,evening,1m_plus,16606.231286585367,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,163.0,False,si,21,6,True,19,3770000.0,165245.0,3848.172442129629,574.0,late_night,1m_plus,16542.81069926473,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Education,534.0,False,ta,15,1,False,24,8410.0,377.0,1079.0379640695835,35.0,evening,1k_to_10k,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
News & Politics,282.0,False,si,15,6,True,18,3870000.0,181805.0,4310.131886574074,612.0,evening,1m_plus,14296.910662523032,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Music,53.0,True,en,21,0,False,0,4050000.0,1628.0,3799.900300925926,19980.0,late_night,1m_plus,544695.2708845208,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
Education,279.0,False,en,16,1,False,24,43700.0,462.0,1029.3101798478008,6217.0,evening,10k_to_100k,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Howto & Style,331.0,False,si,17,2,False,17,58800.0,307.0,546.6141051845949,5199.0,evening,10k_to_100k,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Entertainment,58.0,True,si,20,3,False,28,5300000.0,57729.0,4083.334513888889,233.0,evening,1m_plus,72003.15792755807,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
People & Blogs,176.0,False,si,9,4,False,21,3150000.0,328074.0,5493.445960648148,28645.0,morning_afternoon,1m_plus,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
People & Blogs,917.0,False,si,12,2,False,21,3150000.0,328248.0,5498.589733796296,181171.0,morning_afternoon,1m_plus,5472.842765226293,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Howto & Style,335.0,False,si,11,1,False,6,1090.0,58.0,334.0240905047801,18.0,morning_afternoon,1k_to_10k,,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
News & Politics,123.0,False,si,15,4,False,26,57.0,134.0,464.0681644122801,42.0,evening,under_1k,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,300.0,False,si,10,0,False,19,3770000.0,165319.0,3848.753298611111,1245.0,morning_afternoon,1m_plus,16540.811249765604,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,79.0,False,si,8,4,False,19,3770000.0,164809.0,3845.6414814814816,1368.0,morning_afternoon,1m_plus,16566.05908657901,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,55.0,True,si,23,4,False,19,3770000.0,164996.0,3846.2945717592593,134.0,late_night,1m_plus,16553.591038570634,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Science & Technology,48.0,True,en,10,4,False,0,114000.0,378.0,5371.50099537037,3592.0,morning_afternoon,100k_to_250k,121165.62169312169,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Travel & Events,15.0,True,en,14,6,True,0,2140.0,401.0,4223.999571759259,213.0,morning_afternoon,1k_to_10k,,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
News & Politics,115.0,False,si,22,5,True,18,3870000.0,181031.0,4302.459027777778,3581.0,late_night,1m_plus,14301.434494644564,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,184.0,False,si,19,6,True,18,3870000.0,181805.0,4310.316574074074,75211.0,evening,1m_plus,14296.910662523032,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,18.0,True,si,14,3,False,19,1260.0,3810.0,3903.8990625,46.0,morning_afternoon,1k_to_10k,81.57034120734909,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,243.0,False,si,18,0,False,19,3770000.0,165319.0,3849.048414351852,109.0,evening,1m_plus,16540.811249765604,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,55.0,True,si,15,6,True,19,3770000.0,165184.0,3847.9366666666665,4959.0,evening,1m_plus,16548.919713773732,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,2258.0,False,si,19,5,True,25,3760000.0,164000.0,3840.1208564814815,95169.0,evening,1m_plus,16606.231286585367,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,94.0,False,si,7,5,True,19,3760000.0,163923.0,3839.625486111111,127.0,morning_afternoon,1m_plus,16607.459904955376,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
,19.0,True,en,14,2,False,0,19500.0,1986.0,911.616333863044,3537.0,morning_afternoon,10k_to_100k,,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Education,54.0,True,en,8,0,False,0,37500.0,1075.0,2537.596180555556,236.0,morning_afternoon,10k_to_100k,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Entertainment,60.0,True,si,14,5,True,28,1130000.0,11728.0,3491.155810185185,657.0,morning_afternoon,1m_plus,30003.968195770805,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
News & Politics,151.0,False,si,12,5,True,19,3870000.0,181727.0,4309.005590277778,643.0,morning_afternoon,1m_plus,14297.354674869446,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,49.0,True,si,16,6,True,19,3760000.0,164000.0,3840.993287037037,564.0,evening,1m_plus,16606.231286585367,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Science & Technology,175.0,False,si,16,6,True,0,921000.0,1418.0,4384.8374652777775,957.0,evening,500k_to_1m,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
News & Politics,126.0,False,si,22,2,False,11,288000.0,10417.0,1249.640559750081,142.0,late_night,250k_to_500k,6591.133435730057,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,503.0,False,ta,5,5,True,20,155000.0,4661.0,1927.7337830371875,1457.0,early_morning,100k_to_250k,8494.957090753058,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
People & Blogs,22.0,True,si,17,1,False,0,11500.0,365.0,767.3303766456713,3387.0,evening,10k_to_100k,16003.668493150684,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
People & Blogs,3824.0,False,en,9,3,False,19,13800.0,198.0,171.88521281450232,9727.0,morning_afternoon,10k_to_100k,14088.762626262625,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
News & Politics,42.0,True,si,14,6,True,19,3770000.0,165184.0,3847.8892592592592,78.0,morning_afternoon,1m_plus,16548.919713773732,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Education,6.0,True,si,20,6,True,0,521000.0,5482.0,1174.9873479111804,133242.0,evening,500k_to_1m,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
News & Politics,1335.0,False,si,6,5,True,35,529000.0,6161.0,1730.4100045187386,51754.0,morning_afternoon,500k_to_1m,41125.09495211816,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,23.0,True,si,18,6,True,19,3770000.0,165184.0,3848.083564814815,192604.0,evening,1m_plus,16548.919713773732,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Music,85.0,False,si,15,6,True,22,3940.0,268.0,922.2403527980208,4.0,evening,1k_to_10k,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Music,16.0,True,en,7,4,False,15,3100.0,660.0,2499.7434722222224,15864.0,morning_afternoon,1k_to_10k,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Film & Animation,753.0,False,si,17,6,True,26,109000.0,59.0,432.9792292976504,3536.0,evening,100k_to_250k,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
News & Politics,197.0,False,si,20,6,True,19,3760000.0,164000.0,3841.1646180555554,62697.0,evening,1m_plus,16606.231286585367,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Entertainment,52.0,True,en,11,6,True,23,2370000.0,3752.0,2460.7517579247456,110319.0,morning_afternoon,1m_plus,207486.94003198293,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Travel & Events,19.0,True,ta,23,5,True,0,111000.0,1126.0,2078.1710074234493,2219.0,late_night,100k_to_250k,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Howto & Style,18.0,True,en,17,2,False,0,2290.0,621.0,4475.89269675926,1274.0,evening,1k_to_10k,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Gaming,701.0,False,si,16,2,False,22,53500.0,237.0,663.190532304051,16627.0,evening,10k_to_100k,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Music,33.0,True,en,17,1,False,0,6050.0,1022.0,2274.46876013647,1251.0,evening,1k_to_10k,,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
Film & Animation,61.0,False,en,13,0,False,30,309000.0,1508.0,1640.8200769815046,163.0,morning_afternoon,250k_to_500k,51920.025198938994,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
News & Politics,10.0,True,si,12,1,False,0,738.0,202.0,465.7617670324537,2792.0,morning_afternoon,under_1k,2736.128712871287,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
People & Blogs,40.0,True,en,18,0,False,11,3450.0,67.0,346.2759419209259,41448.0,evening,1k_to_10k,39887.91044776119,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
News & Politics,98.0,False,si,20,0,False,18,3870000.0,181889.0,4311.372175925926,2899.0,evening,1m_plus,14293.590530488374,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,125.0,False,si,9,4,False,19,3770000.0,164888.0,3845.687361111111,181.0,morning_afternoon,1m_plus,16560.989962883898,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Sports,27076.0,False,en,17,3,False,13,5750000.0,4090.0,5018.259131944445,126035.0,evening,1m_plus,395219.4875305623,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
Comedy,9.0,True,si,20,4,False,0,41600.0,8584.0,1021.0779542293518,20409.0,evening,10k_to_100k,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Music,216.0,False,si,16,5,True,22,254000.0,302.0,2200.125005542442,13429.0,evening,250k_to_500k,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Education,60.0,True,en,18,3,False,0,91900.0,1725.0,4615.879155092593,2680.0,evening,10k_to_100k,,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False
News & Politics,163.0,False,si,11,1,False,26,57.0,156.0,467.8927824678357,12.0,morning_afternoon,under_1k,14.044871794871796,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Sports,60.0,True,si,16,0,False,0,12800.0,497.0,811.0001943962153,608.0,evening,10k_to_100k,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Travel & Events,14.0,True,si,11,0,False,0,563.0,449.0,919.6335575013194,844.0,morning_afternoon,under_1k,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
News & Politics,113.0,False,si,20,4,False,19,3760000.0,163923.0,3839.171122685185,877.0,evening,1m_plus,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
People & Blogs,350.0,False,si,0,0,False,21,3150000.0,328080.0,5496.053541666667,1323.0,early_morning,1m_plus,5471.875182882224,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,155.0,False,si,13,6,True,18,3870000.0,181805.0,4310.084641203704,4368.0,morning_afternoon,1m_plus,14296.910662523032,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Pets & Animals,11.0,True,si,6,0,False,0,68300.0,1127.0,2426.942314326794,13655.0,morning_afternoon,10k_to_100k,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Entertainment,132.0,False,si,21,2,False,15,340000.0,4931.0,1384.5298620094677,297.0,late_night,250k_to_500k,23271.633745690528,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sports,754.0,False,en,18,0,False,0,43100.0,2828.0,925.1544659097336,318.0,evening,10k_to_100k,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
News & Politics,191.0,False,si,14,5,True,33,535000.0,28778.0,3390.9446527777777,931.0,morning_afternoon,500k_to_1m,6965.844429772743,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Education,40.0,True,en,8,2,False,20,319.0,1410.0,414.4149387971875,1.0,morning_afternoon,under_1k,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
News & Politics,273.0,False,si,17,3,False,18,3870000.0,181514.0,4307.221192129629,4097.0,evening,1m_plus,14299.191858479237,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Education,608.0,False,en,18,2,False,22,11100.0,133.0,807.064983762396,2183.0,evening,10k_to_100k,,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Howto & Style,44.0,True,en,16,4,False,0,3630.0,4361.0,1633.7616780926387,51.0,evening,1k_to_10k,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
News & Politics,341.0,False,si,14,3,False,19,3770000.0,164691.0,3844.8913310185194,40597.0,morning_afternoon,1m_plus,16572.29392620119,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,525.0,False,ta,5,0,False,20,155000.0,4662.0,1929.7334242408915,927.0,early_morning,100k_to_250k,8494.987773487774,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
,81.0,False,ta,10,1,False,4,1850.0,1919.0,2982.1329050925924,49.0,morning_afternoon,1k_to_10k,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Music,322.0,False,si,23,6,True,25,1040000.0,12721.0,3020.506863425926,1857.0,late_night,1m_plus,28189.767628331105,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
News & Politics,72.0,False,si,18,4,False,33,535000.0,28770.0,3390.082071759259,17766.0,evening,500k_to_1m,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,282.0,False,si,10,5,True,41,919000.0,65634.0,2546.0056828703705,5000.0,morning_afternoon,500k_to_1m,9262.138160099948,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,487.0,False,si,17,3,False,19,3770000.0,164691.0,3845.0268171296298,26577.0,evening,1m_plus,16572.29392620119,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,61.0,False,si,7,6,True,18,3870000.0,181031.0,4302.838611111111,8287.0,morning_afternoon,1m_plus,14301.434494644564,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Science & Technology,645.0,False,en,17,5,True,5,84700.0,437.0,3184.749305555556,295.0,evening,10k_to_100k,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
