category_name,duration_seconds,is_short,default_language,publish_hour_slt,publish_dow_slt,publish_is_weekend,tag_count,ch_subs_at_publish,ch_videos_at_publish,channel_age_days_at_publish,d7_views,publish_time_bucket,subscriber_tier,ch_avg_views_per_video_at_publish,topic_entertainment,topic_fashion,topic_food,topic_gaming,topic_health,topic_hobby,topic_humour,topic_knowledge,topic_lifestyle,topic_music,topic_pet,topic_politics,topic_religion,topic_society,topic_sports,topic_technology,topic_tourism,topic_vehicle,topic_missing
News & Politics,155.0,False,si,16,2,False,19,3770000.0,165611.0,3851.002013888889,359.0,evening,1m_plus,16527.340363864718,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Entertainment,39.0,True,si,9,1,False,28,5320000.0,58244.0,4094.881840277778,9841.0,morning_afternoon,1m_plus,71953.82741569947,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Entertainment,104.0,False,si,15,5,True,11,3240000.0,37465.0,3060.164513888889,1908.0,evening,1m_plus,66568.11074336046,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Comedy,19.0,True,en-GB,12,1,False,20,129000.0,1037.0,1408.0737161545371,2529.0,morning_afternoon,100k_to_250k,89453.87560270009,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Entertainment,43.0,True,si,17,1,False,21,3250000.0,37529.0,3063.2477777777776,9805.0,evening,1m_plus,66542.73828239494,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
News & Politics,1340.0,False,si,17,5,True,35,7430.0,643.0,6205.695659722222,55.0,evening,1k_to_10k,1791.1010886469674,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Education,19.0,True,en,7,1,False,40,65000.0,920.0,1321.407542702245,1258.0,morning_afternoon,10k_to_100k,,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
People & Blogs,103.0,False,si,17,3,False,21,3150000.0,328631.0,5506.780277777778,29703.0,evening,1m_plus,5474.560647047905,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Entertainment,77.0,False,ta,19,2,False,0,1380000.0,2278.0,1535.945167543391,131066.0,evening,1m_plus,567887.2102721686,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
People & Blogs,371.0,False,en,14,3,False,12,39.0,4.0,9.949310015173612,23.0,morning_afternoon,under_1k,1134.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Education,49.0,True,si,10,1,False,22,1180.0,446.0,4011.9670254629623,388.0,morning_afternoon,1k_to_10k,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Autos & Vehicles,60.0,True,en,18,6,True,0,31700.0,92.0,4553.257858796296,111.0,evening,10k_to_100k,,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
News & Politics,110.0,False,si,14,0,False,18,3870000.0,181889.0,4311.091006944444,474.0,morning_afternoon,1m_plus,14293.590530488374,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Music,39.0,True,en,22,0,False,0,4050000.0,1572.0,3792.9504166666666,16235.0,late_night,1m_plus,562336.0235368956,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
Education,40.0,True,en,20,1,False,20,319.0,1410.0,420.9439318527431,1.0,evening,under_1k,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
People & Blogs,102.0,False,si,21,1,False,21,3150000.0,328551.0,5504.943356481482,573.0,late_night,1m_plus,5475.3101466743365,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Comedy,21.0,True,en,18,6,True,20,468.0,229.0,1176.2939827326852,174.0,evening,under_1k,751.9956331877729,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
News & Politics,196.0,False,si,17,5,True,19,3770000.0,166050.0,3854.010659722222,54388.0,evening,1m_plus,16504.982396868414,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
People & Blogs,78.0,False,ta,18,0,False,0,118000.0,2011.0,1888.239643154433,69766.0,evening,100k_to_250k,20244.92043759324,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Education,312.0,False,si,16,5,True,27,589000.0,1423.0,3175.285625,13024.0,evening,500k_to_1m,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
News & Politics,24.0,True,si,14,0,False,19,3780000.0,166337.0,3855.914351851852,13386.0,morning_afternoon,1m_plus,16476.50448787702,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Gaming,3236.0,False,en-US,4,4,False,9,3140.0,298.0,607.5886824526389,55.0,early_morning,1k_to_10k,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
News & Politics,58.0,True,si,14,1,False,18,3870000.0,181987.0,4312.1125694444445,3329.0,morning_afternoon,1m_plus,14295.531785237406,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,38.0,True,si,23,6,True,19,3780000.0,166261.0,3855.276712962963,276.0,late_night,1m_plus,16484.036105881714,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,549.0,False,si,12,1,False,36,530000.0,6242.0,1740.6624582224422,25469.0,morning_afternoon,500k_to_1m,40954.907081063764,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Music,37.0,True,si,6,1,False,0,46600.0,566.0,1808.5821987648492,21388.0,morning_afternoon,10k_to_100k,46778.008833922264,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
News & Politics,84.0,False,si,10,5,True,18,3870000.0,180979.0,4301.96125,1826.0,morning_afternoon,1m_plus,14298.614761933704,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,777.0,False,si,12,0,False,36,532000.0,6309.0,1746.683198963183,169078.0,morning_afternoon,500k_to_1m,40663.13235061024,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,555.0,False,si,6,4,False,15,1160000.0,67755.0,3915.543506944444,36.0,morning_afternoon,1m_plus,7483.7682680245,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Entertainment,1203.0,False,en,21,0,False,24,5300000.0,12023.0,4261.235069444445,224471.0,late_night,1m_plus,364144.08350661234,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Entertainment,1105.0,False,en,19,4,False,26,85300.0,1430.0,3119.0294328703703,91.0,evening,10k_to_100k,40228.80979020979,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
News & Politics,514.0,False,si,10,4,False,41,919000.0,65577.0,2545.0069444444443,969.0,morning_afternoon,500k_to_1m,9266.226420848774,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Sports,514.0,False,en,9,5,True,20,27600.0,323.0,805.6869944315278,7183.0,morning_afternoon,10k_to_100k,6089.0185758513935,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Autos & Vehicles,26.0,True,en-US,18,3,False,0,9480.0,3802.0,1134.284561958912,311.0,evening,1k_to_10k,2094.044713308785,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
News & Politics,90.0,False,si,10,0,False,19,3760000.0,164000.0,3841.750578703704,336.0,morning_afternoon,1m_plus,16606.231286585367,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,16.0,True,si,11,1,False,19,3780000.0,166520.0,3856.755474537037,5834.0,morning_afternoon,1m_plus,16497.247219553206,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Science & Technology,350.0,False,si,18,6,True,30,1110.0,28.0,1065.182499042662,633.0,evening,1k_to_10k,1325.8214285714287,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
News & Politics,617.0,False,si,1,1,False,19,3780000.0,166463.0,3856.364803240741,1900.0,early_morning,1m_plus,16464.033010338633,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,42.0,True,si,1,4,False,19,3760000.0,163923.0,3838.3597800925927,161.0,early_morning,1m_plus,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Music,32.0,True,en,18,2,False,0,6050.0,1022.0,2282.5389337475813,9.0,evening,1k_to_10k,,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
Education,6.0,True,si,6,6,True,0,521000.0,5482.0,1174.4041997630322,86968.0,morning_afternoon,500k_to_1m,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Music,111.0,False,si,20,5,True,25,1040000.0,12738.0,3026.3605555555555,409.0,evening,1m_plus,28261.53234416706,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
News & Politics,174.0,False,si,18,0,False,19,3760000.0,164000.0,3842.082685185185,1959.0,evening,1m_plus,16606.231286585367,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
People & Blogs,53.0,True,en,11,5,True,0,1340000.0,1127.0,522.0411277218055,26752.0,morning_afternoon,1m_plus,219632.54303460516,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
Travel & Events,688.0,False,en,20,4,False,19,2080.0,18.0,610.2367844310995,409.0,evening,1k_to_10k,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
News & Politics,93.0,False,si,12,3,False,19,3770000.0,165714.0,3851.799016203704,9276.0,morning_afternoon,1m_plus,16519.853597161375,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Travel & Events,82.0,False,ta,17,5,True,0,5760.0,259.0,2775.8245717592595,5410.0,evening,1k_to_10k,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
News & Politics,71.0,False,si,13,2,False,19,3770000.0,164523.0,3843.864247685185,5506.0,morning_afternoon,1m_plus,16580.886113187822,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Education,60.0,True,en-US,23,1,False,21,2030.0,354.0,2231.217201282963,60.0,late_night,1k_to_10k,,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
Sports,180.0,False,en,8,4,False,9,658000.0,15889.0,4479.779861111111,345.0,morning_afternoon,500k_to_1m,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
News & Politics,3418.0,False,en,22,2,False,25,617000.0,26714.0,3303.3669328703704,11690.0,late_night,500k_to_1m,6687.810810810811,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Sports,2253.0,False,ta,0,0,False,19,89100.0,2895.0,6666.287476851852,5381.0,early_morning,10k_to_100k,9448.353022452504,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
News & Politics,66.0,False,si,8,1,False,19,3770000.0,165406.0,3849.652013888889,233.0,morning_afternoon,1m_plus,16532.11113865277,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,273.0,False,si,19,0,False,18,3870000.0,181889.0,4311.311944444445,4141.0,evening,1m_plus,14293.590530488374,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Pets & Animals,12.0,True,si,15,0,False,0,72600.0,1644.0,4336.591643518518,215699.0,evening,10k_to_100k,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
News & Politics,140.0,False,si,16,5,True,18,3880000.0,182351.0,4316.18818287037,13402.0,evening,1m_plus,14291.45264901207,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Music,9.0,True,si,7,0,False,0,234000.0,1737.0,1886.7448275811803,62971.0,morning_afternoon,100k_to_250k,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Science & Technology,25.0,True,en,9,0,False,0,53300.0,2637.0,1610.6693194638196,85.0,morning_afternoon,10k_to_100k,12715.96435343193,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
Entertainment,1194.0,False,en,20,4,False,25,3260000.0,37767.0,3073.381759259259,339700.0,evening,1m_plus,66485.01350385258,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
News & Politics,3107.0,False,si,10,2,False,18,3870000.0,181400.0,4305.954490740741,907.0,morning_afternoon,1m_plus,14294.475237045204,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,2911.0,False,si,16,3,False,19,3770000.0,164691.0,3844.997986111111,14872.0,evening,1m_plus,16572.29392620119,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Autos & Vehicles,19.0,True,si,6,5,True,0,124000.0,1644.0,2077.726432268924,1111.0,morning_afternoon,100k_to_250k,27154.750608272505,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Howto & Style,3.0,True,si,11,5,True,3,66700.0,222.0,2369.921684389618,630.0,morning_afternoon,10k_to_100k,,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
News & Politics,73.0,False,si,17,5,True,19,3770000.0,166050.0,3854.0448032407407,6864.0,evening,1m_plus,16504.982396868414,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,185.0,False,si,20,0,False,19,3760000.0,164000.0,3842.145358796297,393.0,evening,1m_plus,16606.231286585367,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,163.0,False,si,21,6,True,19,3770000.0,165245.0,3848.172442129629,568.0,late_night,1m_plus,16542.81069926473,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Travel & Events,16.0,True,en-US,13,4,False,0,69.0,91.0,1012.7697758587384,1401.0,morning_afternoon,under_1k,272.5934065934066,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
Entertainment,68.0,False,si,10,2,False,10,3260000.0,37715.0,3070.935578703704,1401.0,morning_afternoon,1m_plus,66498.40373856555,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
News & Politics,282.0,False,si,15,6,True,18,3870000.0,181805.0,4310.131886574074,601.0,evening,1m_plus,14296.910662523032,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Music,53.0,True,en,21,0,False,0,4050000.0,1628.0,3799.900300925926,18967.0,late_night,1m_plus,544695.2708845208,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
Travel & Events,4.0,True,en,18,2,False,3,1430.0,216.0,1840.303223571794,2898.0,evening,1k_to_10k,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Entertainment,58.0,True,si,20,3,False,28,5300000.0,57729.0,4083.334513888889,233.0,evening,1m_plus,72003.15792755807,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Howto & Style,29.0,True,en,12,5,True,15,30.0,204.0,908.6830884404628,4.0,morning_afternoon,under_1k,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Entertainment,210.0,False,si,20,2,False,28,5310000.0,58021.0,4089.3590046296295,95169.0,evening,1m_plus,71943.72899467434,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
People & Blogs,176.0,False,si,9,4,False,21,3150000.0,328074.0,5493.445960648148,28619.0,morning_afternoon,1m_plus,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,292.0,False,si,1,1,False,19,3780000.0,166463.0,3856.363113425926,3153.0,early_morning,1m_plus,16464.033010338633,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
People & Blogs,917.0,False,si,12,2,False,21,3150000.0,328248.0,5498.589733796296,181065.0,morning_afternoon,1m_plus,5472.842765226293,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,123.0,False,si,15,4,False,26,57.0,134.0,464.0681644122801,39.0,evening,under_1k,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,300.0,False,si,10,0,False,19,3770000.0,165319.0,3848.753298611111,1242.0,morning_afternoon,1m_plus,16540.811249765604,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Education,7010.0,False,si,5,6,True,0,47800.0,62.0,2260.508354827176,520.0,early_morning,10k_to_100k,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
News & Politics,79.0,False,si,8,4,False,19,3770000.0,164809.0,3845.6414814814816,1339.0,morning_afternoon,1m_plus,16566.05908657901,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Education,2606.0,False,si,18,1,False,22,52100.0,505.0,3243.674976851852,12115.0,evening,10k_to_100k,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
People & Blogs,167.0,False,en,17,4,False,11,480000.0,3343.0,4967.750381944445,52028.0,evening,250k_to_500k,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Travel & Events,20.0,True,en,21,6,True,26,9800.0,511.0,4324.989375,31593.0,late_night,1k_to_10k,7329.771037181996,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
News & Politics,55.0,True,si,23,4,False,19,3770000.0,164996.0,3846.2945717592593,134.0,late_night,1m_plus,16553.591038570634,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Science & Technology,48.0,True,en,10,4,False,0,114000.0,378.0,5371.50099537037,3419.0,morning_afternoon,100k_to_250k,121165.62169312169,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Education,2256.0,False,en,1,6,True,0,9530.0,2249.0,5322.396064814815,19.0,early_morning,1k_to_10k,,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Education,16.0,True,en,7,3,False,12,5170.0,148.0,1284.5563664930555,63.0,morning_afternoon,1k_to_10k,,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
News & Politics,231.0,False,si,7,0,False,19,3780000.0,166261.0,3855.6168055555554,4018.0,morning_afternoon,1m_plus,16484.036105881714,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,184.0,False,si,19,6,True,18,3870000.0,181805.0,4310.316574074074,75077.0,evening,1m_plus,14296.910662523032,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,18.0,True,si,14,3,False,19,1260.0,3810.0,3903.8990625,39.0,morning_afternoon,1k_to_10k,81.57034120734909,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,243.0,False,si,18,0,False,19,3770000.0,165319.0,3849.048414351852,109.0,evening,1m_plus,16540.811249765604,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,55.0,True,si,15,6,True,19,3770000.0,165184.0,3847.9366666666665,4938.0,evening,1m_plus,16548.919713773732,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,617.0,False,si,19,4,False,22,75600.0,706.0,3606.4786342592593,15119.0,evening,10k_to_100k,19318.538243626062,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,94.0,False,si,7,5,True,19,3760000.0,163923.0,3839.625486111111,127.0,morning_afternoon,1m_plus,16607.459904955376,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Music,3430.0,False,en,12,1,False,0,11300.0,205.0,2370.082567288021,3298.0,morning_afternoon,10k_to_100k,863.5170731707317,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Education,54.0,True,en,8,0,False,0,37500.0,1075.0,2537.596180555556,233.0,morning_afternoon,10k_to_100k,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Entertainment,1161.0,False,en,19,1,False,22,1560000.0,47185.0,4376.429907407407,3694.0,evening,1m_plus,13533.278859807142,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Comedy,9.0,True,si,18,5,True,0,41600.0,8584.0,1029.005650988611,16830.0,evening,10k_to_100k,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Entertainment,60.0,True,si,14,5,True,28,1130000.0,11728.0,3491.155810185185,648.0,morning_afternoon,1m_plus,30003.968195770805,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Education,10560.0,False,si,17,3,False,13,240000.0,1540.0,1836.2258886539696,471.0,evening,100k_to_250k,,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
News & Politics,151.0,False,si,12,5,True,19,3870000.0,181727.0,4309.005590277778,642.0,morning_afternoon,1m_plus,14297.354674869446,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,10.0,True,si,12,2,False,0,740.0,203.0,466.7616049954167,2353.0,morning_afternoon,under_1k,2723.4926108374384,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Education,28.0,True,si,10,6,True,31,31900.0,836.0,1767.9809196719443,1753.0,morning_afternoon,10k_to_100k,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Science & Technology,175.0,False,si,16,6,True,0,921000.0,1418.0,4384.8374652777775,866.0,evening,500k_to_1m,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Autos & Vehicles,13.0,True,si,23,1,False,0,68900.0,1162.0,1438.0454781343403,1036.0,late_night,10k_to_100k,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
News & Politics,126.0,False,si,22,2,False,11,288000.0,10417.0,1249.640559750081,142.0,late_night,250k_to_500k,6591.133435730057,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,204.0,False,si,8,3,False,18,3870000.0,182135.0,4313.847129629629,759.0,morning_afternoon,1m_plus,14286.34980646224,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
News & Politics,503.0,False,ta,5,5,True,20,155000.0,4661.0,1927.7337830371875,1442.0,early_morning,100k_to_250k,8494.957090753058,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
News & Politics,554.0,False,en,15,4,False,7,17700.0,442.0,1175.835409003669,203.0,evening,10k_to_100k,1617.6696832579185,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
Howto & Style,312.0,False,si,20,0,False,24,2240.0,216.0,682.8775089348032,143.0,evening,1k_to_10k,622.1851851851852,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
People & Blogs,22.0,True,si,17,1,False,0,11500.0,365.0,767.3303766456713,3271.0,evening,10k_to_100k,16003.668493150684,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Music,61.0,False,en-US,6,3,False,25,31500.0,1112.0,4718.590231481481,31142.0,morning_afternoon,10k_to_100k,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
People & Blogs,3824.0,False,en,9,3,False,19,13800.0,198.0,171.88521281450232,8432.0,morning_afternoon,10k_to_100k,14088.762626262625,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Education,77.0,False,si,5,4,False,11,30900.0,1802.0,3351.7933564814816,656.0,early_morning,10k_to_100k,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
News & Politics,42.0,True,si,14,6,True,19,3770000.0,165184.0,3847.8892592592592,78.0,morning_afternoon,1m_plus,16548.919713773732,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Education,6.0,True,si,20,6,True,0,521000.0,5482.0,1174.9873479111804,133131.0,evening,500k_to_1m,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
News & Politics,1335.0,False,si,6,5,True,35,529000.0,6161.0,1730.4100045187386,51504.0,morning_afternoon,500k_to_1m,41125.09495211816,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Entertainment,54.0,True,si,1,0,False,11,1660000.0,25762.0,3237.5928935185184,1194.0,early_morning,1m_plus,18519.531208757086,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Entertainment,27.0,True,si,17,2,False,3,4220000.0,22683.0,5332.965497685185,79292.0,evening,1m_plus,153151.70506546754,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Howto & Style,2191.0,False,en,13,6,True,22,14500.0,390.0,2433.097412993148,7268.0,morning_afternoon,10k_to_100k,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
