horizon,feature,kind,value,count,percent,rank
day_30,publish_dow_slt,numeric_discrete,3,1799,12.19413000745611,4
day_30,publish_dow_slt,numeric_discrete,2,1685,11.421405815766285,5
day_30,publish_dow_slt,numeric_discrete,1,1683,11.407849250999798,6
day_30,publish_dow_slt,numeric_discrete,0,1519,10.296210940147766,7
day_30,publish_is_weekend,boolean,False,9831,66.63729410967261,1
day_30,publish_is_weekend,boolean,True,4922,33.36270589032739,2
day_30,publish_time_bucket,categorical,morning_afternoon,6068,41.130617501525116,1
day_30,publish_time_bucket,categorical,evening,5766,39.0835762217854,2
day_30,publish_time_bucket,categorical,late_night,1773,12.017894665491765,3
day_30,publish_time_bucket,categorical,early_morning,1146,7.767911611197722,4
day_30,topic_entertainment,boolean,False,11660,79.03477258862604,1
day_30,topic_entertainment,boolean,True,3093,20.96522741137396,2
day_30,topic_fashion,boolean,False,14572,98.77313088863282,1
day_30,topic_fashion,boolean,True,181,1.2268691113671795,2
day_30,topic_food,boolean,False,14351,97.27513048193588,1
day_30,topic_food,boolean,True,402,2.7248695180641227,2
day_30,topic_gaming,boolean,False,13884,94.10967260896089,1
day_30,topic_gaming,boolean,True,869,5.8903273910391105,2
day_30,topic_health,boolean,False,14628,99.15271470209449,1
day_30,topic_health,boolean,True,125,0.8472852979055108,2
day_30,topic_hobby,boolean,False,14294,96.88876838609096,1
day_30,topic_hobby,boolean,True,459,3.1112316139090352,2
day_30,topic_humour,boolean,False,14636,99.20694096116044,1
day_30,topic_humour,boolean,True,117,0.7930590388395581,2
day_30,topic_knowledge,boolean,False,13671,92.6658984613299,1
day_30,topic_knowledge,boolean,True,1082,7.334101538670101,2
day_30,topic_lifestyle,boolean,False,13114,88.89039517386294,1
day_30,topic_lifestyle,boolean,True,1639,11.109604826137057,2
day_30,topic_music,boolean,False,13155,89.16830475157595,1
day_30,topic_music,boolean,True,1598,10.83169524842405,2
day_30,topic_pet,boolean,False,14587,98.87480512438148,1
day_30,topic_pet,boolean,True,166,1.1251948756185182,2
day_30,topic_politics,boolean,False,10398,70.480580220972,1
day_30,topic_politics,boolean,True,4355,29.519419779027995,2
day_30,topic_religion,boolean,False,14009,94.9569579068664,1
day_30,topic_religion,boolean,True,744,5.0430420931336,2
day_30,topic_society,boolean,False,13599,92.17786212973633,1
day_30,topic_society,boolean,True,1154,7.822137870263675,2
day_30,topic_sports,boolean,False,14387,97.51914864773266,1
day_30,topic_sports,boolean,True,366,2.4808513522673357,2
day_30,topic_technology,boolean,False,14313,97.0175557513726,1
day_30,topic_technology,boolean,True,440,2.982444248627398,2
day_30,topic_tourism,boolean,False,14089,95.49922049752593,1
day_30,topic_tourism,boolean,True,664,4.500779502474073,2
day_30,topic_vehicle,boolean,False,14238,96.5091845726293,1
day_30,topic_vehicle,boolean,True,515,3.490815427370704,2
day_30,topic_missing,boolean,False,14700,99.64075103368806,1
day_30,topic_missing,boolean,True,53,0.35924896631193654,2
